,Number,HouseCount,HomeCount,Population,h,z,StreetNubmer,Area,node,AreaCode,StreetID,nodeCount
1388,1389,1,126,285,41.40275,40.63266667,I0031,汽开区,4241,8,463,8
1389,1390,1,139,315,43.12325,43.33766667,I0031,汽开区,4444,8,463,8
1390,1391,5,263,556,23.9185,33.82133333,I0031,汽开区,2434,8,463,8
1391,1392,7,457,1034,34.971,36.639,I0031,汽开区,3537,8,463,8
1392,1393,1,198,448,45.90275,40.13633333,I0031,汽开区,4641,8,463,8
1393,1394,3,218,494,32.1595,32.65333333,I0031,汽开区,3333,8,463,8
1394,1395,3,202,433,41.46525,41.74133333,I0031,汽开区,4242,8,463,8
1395,1396,3,191,409,33.16175,39.20666667,I0032,汽开区,3440,8,464,6
1396,1397,1,163,332,42.5125,44.25866667,I0006,汽开区,4345,8,438,3
1397,1398,3,124,253,31.133000000000003,38.388000000000005,I0032,汽开区,3239,8,464,6
1398,1399,2,131,267,36.22975,36.079,I0006,汽开区,3737,8,438,3
1399,1400,1,111,226,41.89875,40.465,I0006,汽开区,4241,8,438,3
1400,1401,7,533,1086,32.745,34.02533333,I0032,汽开区,3335,8,464,6
1401,1402,4,187,381,31.54225,38.17966667,I0032,汽开区,3239,8,464,6
1402,1403,1,37,102,32.905,39.29233333,I0049,汽开区,3340,8,481,1
1403,1404,4,207,421,38.1365,40.79233333,I0032,汽开区,3941,8,464,6
1404,1405,5,231,908,25.50975,34.50633333,I0032,汽开区,2635,8,464,6
1405,1406,4,267,744,35.64725,40.52733333,I0008,汽开区,3641,8,440,3
1406,1407,2,185,727,26.07375,36.62833333,I0008,汽开区,2737,8,440,3
1407,1408,3,115,320,33.6255,36.866,I0008,汽开区,3437,8,440,3
1408,1409,1,48,134,45.3225,42.283,I0007,汽开区,4643,8,439,1
